"","country","year","importValue","politicalStability","governmentEffectiveness","ruleOfLaw"
"686","germany",2004,"114145479",1.47279906272888,0.628311932086945,1.49047648906708
"687","germany",2005,"70802193",1.46261775493622,0.866698145866394,1.49350929260254
"688","germany",2006,"78916500",1.3857809305191,0.999341726303101,1.56572937965393
"689","germany",2007,"94010928",1.34735465049744,0.986748993396759,1.6168966293335
"690","germany",2008,"120811995",1.3484970331192,0.927811145782471,1.49266743659973
"691","germany",2009,"113146744",1.34533226490021,0.834550619125366,1.52578318119049
"692","germany",2010,"133284522",1.31028378009796,0.78486180305481,1.57753109931946
"693","ghana",1996,"6601471",-0.341387063264847,-0.323552787303925,-0.382895737886429
"694","ghana",1998,"8005981",-0.364357769489288,-0.239072889089584,-0.245883956551552
"695","ghana",2000,"4528647",-0.078311525285244,-0.439853817224503,-0.102605879306793
"696","ghana",2002,"3811377",-0.0568919330835342,-0.244983598589897,-0.470200628042221
"697","ghana",2003,"5885266",0.275180548429489,-0.0171982850879431,-0.281998485326767
"698","ghana",2004,"4278715",0.151430368423462,0.00622797524556518,-0.349652916193008
"699","ghana",2005,"5476686",0.239893957972527,0.179591625928879,-0.107789844274521
"700","ghana",2006,"4555315",0.365210920572281,0.0164252687245607,-0.0775421932339668
"701","ghana",2007,"6720420",0.460922062397003,-0.0591581612825394,-0.0557820834219456
"702","ghana",2008,"8951034",0.383351862430573,-0.0147408666089177,-0.0354953482747078
"703","ghana",2009,"5797070",0.486855626106262,0.0359192304313183,0.0901794582605362
"704","ghana",2010,"3100336",0.492735892534256,0.0237016789615154,0.123887941241264
"705","greece",1996,"16437789",0.974723398685455,0.448489397764206,0.649747610092163
"706","greece",1998,"33876234",1.08504390716553,0.647867679595947,0.656103730201721
"707","greece",2000,"177078264",0.981615900993347,0.714091718196869,0.802576780319214
"708","greece",2002,"9517809",0.994102895259857,0.79434734582901,0.97295218706131
"709","greece",2003,"10428061",1.05955529212952,0.468611150979996,0.997966587543488
"710","greece",2004,"18164934",1.13545477390289,0.464442044496536,0.855449676513672
"711","greece",2005,"18379930",1.0337963104248,0.511590301990509,0.926647305488586
"712","greece",2006,"13115921",0.936299800872803,0.638456046581268,0.843894302845001
"713","greece",2007,"18828544",0.9562047123909,0.533633649349213,0.89542031288147
"714","greece",2008,"18970150",0.897801578044891,0.277132928371429,0.879456043243408
"715","greece",2009,"16694024",0.862022697925568,-0.22396981716156,0.817783415317535
"716","greece",2010,"12206307",0.879646003246307,-0.131705909967422,0.642616033554077
"717","greenland",1996,"2071877",NA,NA,NA
"718","greenland",1998,"2798127",NA,NA,NA
"719","greenland",2000,"2412899",NA,NA,NA
"720","greenland",2002,"2087876",NA,NA,NA
"721","greenland",2003,"1751079",NA,NA,NA
"722","greenland",2004,"1347092",NA,NA,NA
"723","greenland",2005,"1419024",NA,NA,NA
"724","greenland",2006,"1176972",NA,NA,NA
"725","greenland",2007,"1280527",NA,NA,NA
"726","greenland",2008,"1539028",NA,NA,NA
"727","greenland",2009,"1167684",1.20415771007538,1.51715111732483,1.34379291534424
"728","greenland",2010,"1687513",1.24070394039154,1.62520492076874,1.36265134811401
"729","grenada",1996,"17710",0.566949188709259,0.81381493806839,0.520660996437073
"730","grenada",1998,"16209",0.695938587188721,0.858561456203461,0.39572811126709
"731","grenada",2000,"66955",0.691951990127563,0.905044734477997,0.41995507478714
"732","grenada",2002,"23585",0.809560060501099,0.809045553207397,0.381874173879623
"733","grenada",2003,"61827",0.84403783082962,0.869855403900146,0.384915709495544
"734","grenada",2004,"106023",0.60592645406723,0.898995161056519,0.17741347849369
"735","grenada",2005,"78610",0.602367699146271,0.425944477319717,0.326885253190994
"736","grenada",2006,"123778",0.73419463634491,0.422672212123871,0.44867929816246
"737","grenada",2007,"43190",0.843169569969177,0.394239485263824,0.473532974720001
"738","grenada",2008,"57397",0.869492828845978,0.403618097305298,0.438416510820389
"739","grenada",2009,"42168",0.85213714838028,0.392534881830215,0.266430050134659
"740","grenada",2010,"61956",0.821087658405304,0.513798117637634,0.334763139486313
"741","guatemala",1996,"4175602",-0.263145416975021,-1.07673633098602,-0.206325694918633
"742","guatemala",1998,"2373498",-0.280621111392975,-0.771847188472748,0.0940267220139503
"743","guatemala",2000,"2954183",-0.367831647396088,-0.826178729534149,-0.113573469221592
"744","guatemala",2002,"5310872",-0.436131745576859,-0.896250903606415,-0.161044701933861
"745","guatemala",2003,"6971896",-0.527305245399475,-0.818119764328003,-0.34075266122818
"746","guatemala",2004,"4276007",-0.311906427145004,-0.837153315544128,-0.185683980584145
"747","guatemala",2005,"6092473",-0.340887397527695,-0.856412827968597,-0.393532574176788
"748","guatemala",2006,"7389098",-0.188583701848984,-0.740041315555573,-0.201246604323387
"749","guatemala",2007,"12200200",-0.198059052228928,-0.765872538089752,-0.19829273223877
"750","guatemala",2008,"12252643",-0.23223502933979,-0.727923393249512,-0.156313508749008
"751","guatemala",2009,"6293061",-0.274044692516327,-0.944311678409576,-0.118225455284119
"752","guatemala",2010,"6225514",-0.334464609622955,-0.873141407966614,-0.130282089114189
"753","guinea-bissau",1996,"370108",-1.15956926345825,-1.72361969947815,-0.818211555480957
"754","guinea-bissau",1998,"247118",-1.13678085803986,-1.95650458335876,-1.33208668231964
"755","guinea-bissau",2000,"206785",-0.761270225048065,-0.50244152545929,-1.24020111560822
"756","guinea-bissau",2002,"349364",-0.75432151556015,-0.871447682380676,-1.02184641361237
"757","guinea-bissau",2003,"663901",-1.13328397274017,-0.533337831497192,-0.864385724067688
"758","guinea-bissau",2004,"708251",-0.852164030075073,-0.390991508960724,-1.08431816101074
"759","guinea-bissau",2005,"1337227",-0.374271661043167,-0.568521857261658,-1.11757385730743
"760","guinea-bissau",2006,"1387747",-0.700661420822144,-0.484780669212341,-0.970274448394775
"761","guinea-bissau",2007,"1688106",-0.790799498558044,-0.438551247119904,-1.12257266044617
"762","guinea-bissau",2008,"1509584",-0.791596472263336,-0.694490492343903,-1.20234143733978
"763","guinea-bissau",2009,"748958",-0.814203143119812,-0.653366327285767,-1.18352127075195
"764","guinea-bissau",2010,"2754675",-0.897211790084839,-0.65553343296051,-1.13887774944305
"765","guinea",1996,"52177",-1.3451783657074,-1.23543190956116,-0.705750286579132
"766","guinea",1998,"1651086",-1.19053328037262,-0.692673206329346,-0.510573863983154
"767","guinea",2000,"4233404",-1.17617690563202,-2.03023505210876,-0.604278862476349
"768","guinea",2002,"2114632",-1.33359706401825,-1.56525385379791,-1.0130672454834
"769","guinea",2003,"1137116",-1.2168847322464,-0.841210961341858,-0.981933832168579
"770","guinea",2004,"2682396",-1.28370606899261,-1.05336999893188,-0.941713869571686
"771","guinea",2005,"2744022",-1.14030265808105,-1.17770755290985,-1.05671334266663
"772","guinea",2006,"2429296",-1.23738873004913,-1.89237487316132,-1.2026983499527
"773","guinea",2007,"2210472",-1.39406991004944,-2.37459754943848,-1.22048199176788
"774","guinea",2008,"3976273",-1.4544415473938,-2.10128140449524,-1.20012712478638
"775","guinea",2009,"4191092",-1.30149674415588,-2.08628630638123,-1.12656819820404
"776","guyana",1996,"349466",0.26054647564888,-0.380906581878662,-0.187292978167534
"777","guyana",1998,"116965",0.400463193655014,-0.00319660571403801,-0.0123073104768991
"778","guyana",2000,"251678",0.513303220272064,-0.613826096057892,-0.17680886387825
"779","guyana",2002,"592825",0.619454741477966,-0.671883106231689,-0.412757843732834
"780","guyana",2003,"623150",0.573489844799042,-0.477822721004486,-0.362166345119476
"781","guyana",2004,"413527",0.144702360033989,-0.554315149784088,-0.382517606019974
"782","guyana",2005,"65576",-0.182931542396545,-0.445624262094498,-0.512832641601562
"783","guyana",2006,"316156",0.0756487175822258,-0.763254642486572,-0.603819906711578
"784","guyana",2007,"390837",0.0851186811923981,-0.552848637104034,-0.619291961193085
"785","guyana",2008,"140490",0.0991435796022415,-0.650219976902008,-0.501956522464752
"786","guyana",2009,"316038",0.0873968005180359,-0.619502604007721,-0.603255927562714
"787","guyana",2010,"437081",0.0526738911867142,-0.440844714641571,-0.578022599220276
"788","haiti",1996,"346024",-0.839623808860779,-0.886873006820679,-1.05215966701508
"789","haiti",1998,"562118",-0.769392788410187,-1.0640960931778,-0.884053230285645
"790","haiti",2000,"45645",-0.8746337890625,-0.751985430717468,-0.95926296710968
"791","haiti",2002,"37368",-1.32523536682129,-1.35824084281921,-1.06573760509491
"792","haiti",2003,"172013",-1.28529942035675,-1.35511910915375,-1.05313169956207
"793","haiti",2004,"19200",-1.36990356445312,-2.00138854980469,-1.34148991107941
"794","haiti",2005,"1966928",-1.24831473827362,-1.82111966609955,-1.23333179950714
"795","haiti",2006,"120378",-0.752288341522217,-1.39111721515656,-0.851293981075287
"796","haiti",2007,"3636520",-0.648526906967163,-1.32362675666809,-0.814166784286499
"797","haiti",2008,"69529",-0.629119038581848,-1.39122796058655,-0.76086562871933
"798","haiti",2009,"142144",-0.67777681350708,-0.999525606632233,-0.922766864299774
"799","haiti",2010,"242750",-0.731526434421539,-0.993443429470062,-1.012322306633
"800","honduras",1996,"2060980",-0.350818336009979,-0.573033511638641,-0.579342186450958
"801","honduras",1998,"4218926",-0.110185377299786,-0.0607534237205982,-0.0932100638747215
"802","honduras",2000,"3942179",-0.186930701136589,-0.18300549685955,-0.297201335430145
"803","honduras",2002,"2137480",-0.207892209291458,-0.333480209112167,-0.405436098575592
"804","honduras",2003,"3133112",-0.172771766781807,-0.408566504716873,-0.47343322634697
"805","honduras",2004,"3159749",-0.316372990608215,-0.424514144659042,-0.327411234378815
"806","honduras",2005,"2781524",-0.313421368598938,-0.648855805397034,-0.549920618534088
"807","honduras",2006,"5102696",-0.177058175206184,-0.666000306606293,-0.465559542179108
"808","honduras",2007,"6187329",-0.237254709005356,-0.442209661006927,-0.281793236732483
"809","honduras",2008,"4664690",-0.349059343338013,-0.538172721862793,-0.295315265655518
"810","honduras",2009,"5013821",-0.551176130771637,-0.330411314964294,-0.264272123575211
"811","honduras",2010,"5649302",-0.513393878936768,-0.537791430950165,-0.206936180591583
"812","hungary",1996,"2203819",1.00614774227142,0.913692653179169,0.876681506633759
"813","hungary",1998,"3672040",1.07769274711609,1.12426066398621,1.01415121555328
"814","hungary",2000,"2472660",1.15981256961823,0.819879710674286,1.06601297855377
"815","hungary",2002,"3018023",1.15709578990936,1.18038356304169,1.31016218662262
"816","hungary",2003,"4322697",1.13494288921356,1.10574221611023,1.11852622032166
"817","hungary",2004,"3764821",1.1403329372406,0.810015022754669,1.17614877223969
"818","hungary",2005,"3817123",1.15697884559631,0.982655823230743,1.1125340461731
"819","hungary",2006,"3509320",1.01735258102417,0.958210110664368,1.2081127166748
"820","hungary",2007,"6910835",1.03821635246277,0.723844766616821,1.18873953819275
"821","hungary",2008,"7741913",0.956979632377625,0.718135058879852,1.19115948677063
"822","hungary",2009,"5307610",0.902883231639862,0.517168641090393,1.0803200006485
"823","hungary",2010,"6264557",0.900491893291473,0.670443773269653,1.01724398136139
"824","iceland",1996,"558553",1.49999964237213,1.24890613555908,1.05685710906982
"825","iceland",1998,"678377",1.47943997383118,1.29638814926147,1.26920545101166
"826","iceland",2000,"878611",1.55349516868591,1.49892795085907,1.55609560012817
"827","iceland",2002,"565711",1.50008642673492,1.54457545280457,1.51440930366516
"828","iceland",2003,"957517",1.54955554008484,1.50753486156464,1.64417064189911
"829","iceland",2004,"1020257",1.64105761051178,1.43732953071594,1.64145135879517
"830","iceland",2005,"1700155",1.59196531772614,1.45441997051239,1.60900962352753
"831","iceland",2006,"2023348",1.49314093589783,1.44255101680756,1.5513551235199
"832","iceland",2007,"2093876",1.46931064128876,1.49082517623901,1.51470673084259
"833","iceland",2008,"1814353",1.46734762191772,1.21641898155212,1.32927060127258
"834","iceland",2009,"1392284",1.44458508491516,1.1761394739151,1.00470948219299
"835","iceland",2010,"2093591",1.48169589042664,1.00950741767883,0.883649230003357
"836","india",1996,"11738080",0.403559505939484,-0.912409603595734,-0.440685838460922
"837","india",1998,"1553564",0.276083886623383,-1.14237308502197,-0.409849584102631
"838","india",2000,"18312476",0.25735154747963,-0.991228520870209,-0.158445224165916
"839","india",2002,"685434",0.359507620334625,-1.24436664581299,-0.379284679889679
"840","india",2003,"2429722",0.391357600688934,-1.52687859535217,-0.364838182926178
"841","india",2004,"1313957",0.381051629781723,-1.21908318996429,-0.399151980876923
"842","india",2005,"2274758",0.393360614776611,-0.990955054759979,-0.242924019694328
"843","india",2006,"2445701",0.41584512591362,-1.05836570262909,-0.233570516109467
"844","india",2007,"5755413",0.430761218070984,-1.14687037467957,-0.266453832387924
"845","india",2008,"10504623",0.441414177417755,-1.10106825828552,-0.357283622026443
"846","india",2009,"3696512",0.450178802013397,-1.3283314704895,-0.303230345249176
"847","india",2010,"7069967",0.427914261817932,-1.23315250873566,-0.369180083274841
"848","indonesia",1996,"9013918",-0.805082678794861,-1.17698872089386,0.194289371371269
"849","indonesia",1998,"996189",-1.03643655776978,-1.76889324188232,-0.264186263084412
"850","indonesia",2000,"9809326",-0.442367196083069,-2.03676152229309,-0.175163120031357
"851","indonesia",2002,"5537428",-0.390728175640106,-1.62067127227783,-0.643089354038239
"852","indonesia",2003,"6127627",-0.381864607334137,-2.11806797981262,-0.781098186969757
"853","indonesia",2004,"23131640",-0.291518568992615,-1.86904585361481,-0.66707456111908
"854","indonesia",2005,"8653482",-0.158275261521339,-1.48486161231995,-0.544047474861145
"855","indonesia",2006,"9158147",-0.137199655175209,-1.40214097499847,-0.337342977523804
"856","indonesia",2007,"27025493",-0.071846067905426,-1.2016054391861,-0.323743015527725
"857","indonesia",2008,"11878302",-0.0637252405285835,-1.0853179693222,-0.318246304988861
"858","indonesia",2009,"26828323",-0.0336922220885754,-0.758516371250153,-0.333092927932739
"859","indonesia",2010,"54572430",-0.0711832940578461,-0.853800714015961,-0.394648492336273
"860","iraq",2003,"13157",-1.46402287483215,-2.43063902854919,-1.43007755279541
"861","iraq",2004,"10355324",-1.67549586296082,-3.184814453125,-1.64725911617279
"862","iraq",2005,"30648397",-1.40287351608276,-2.72365140914917,-1.5079824924469
"863","iraq",2006,"14021033",-1.40196180343628,-2.82551217079163,-1.40243947505951
"864","iraq",2007,"19547665",-1.23072326183319,-2.79398822784424,-1.32046854496002
"865","iraq",2008,"28832832",-1.19830513000488,-2.48397469520569,-1.14561140537262
"866","iraq",2009,"18482456",-1.10006237030029,-2.18569922447205,-1.00608658790588
"867","iraq",2010,"30920902",-1.05609309673309,-2.25553894042969,-1.05017292499542
"868","ireland",1996,"3697574",1.40283596515656,1.28102672100067,1.57441306114197
"869","ireland",1998,"3052986",1.37173867225647,1.43625926971436,1.68856716156006
"870","ireland",2000,"3305979",1.43919885158539,1.49611747264862,1.8374981880188
"871","ireland",2002,"4120193",1.26363921165466,1.41938042640686,1.76233494281769
"872","ireland",2003,"5794014",1.22468852996826,1.33039343357086,1.61854922771454
"873","ireland",2004,"7476884",1.4918999671936,1.16864311695099,1.60223400592804
"874","ireland",2005,"9186279",1.614630818367,1.28894984722137,1.53567659854889
"875","ireland",2006,"10248617",1.41919338703156,1.13596153259277,1.84980750083923
"876","ireland",2007,"16417898",1.42045414447784,1.15645742416382,1.85046231746674
"877","ireland",2008,"9747660",1.45046758651733,1.14707922935486,1.92102241516113
"878","ireland",2009,"8649910",1.3723953962326,1.02240777015686,1.70040845870972
"879","ireland",2010,"9677943",1.34300351142883,0.979066550731659,1.61474740505219
"880","israel",1996,"171690819",0.648172497749329,-1.23700523376465,1.11475098133087
"881","israel",1998,"85059225",0.546852886676788,-1.20388805866241,1.09148108959198
"882","israel",2000,"16126410",0.642527401447296,-1.06522381305695,1.1262903213501
"883","israel",2002,"17402752",0.524757087230682,-1.51296496391296,0.954045832157135
"884","israel",2003,"13581791",0.583267450332642,-1.55751001834869,0.934804797172546
"885","israel",2004,"34004272",0.627447903156281,-1.33304405212402,0.846135497093201
"886","israel",2005,"31119436",0.613543927669525,-1.28681826591492,0.879103541374207
"887","israel",2006,"32891435",0.764756739139557,-1.27654480934143,1.01951932907104
"888","israel",2007,"36122957",0.723743200302124,-1.26568424701691,1.10882461071014
"889","israel",2008,"32987613",0.700760662555695,-1.33585619926453,1.17549979686737
"890","israel",2009,"35429324",0.548645734786987,-1.62304472923279,1.10898542404175
"891","israel",2010,"49583109",0.562888622283936,-1.32212233543396,1.22495436668396
"892","italy",1996,"16293710",1.12932515144348,1.03704357147217,0.825693905353546
"893","italy",1998,"22675078",1.0427553653717,1.12613129615784,0.739104688167572
"894","italy",2000,"33233419",1.01804852485657,0.852928757667542,0.813374161720276
"895","italy",2002,"35392529",1.02427077293396,0.758174359798431,0.929044961929321
"896","italy",2003,"34909498",0.951115906238556,0.408018171787262,1.05140662193298
"897","italy",2004,"31386866",1.15553033351898,0.274958282709122,1.08559763431549
"898","italy",2005,"37177258",1.02408134937286,0.468802571296692,0.960256159305573
"899","italy",2006,"32522243",1.05293393135071,0.502487421035767,0.949716448783875
"900","italy",2007,"37656163",1.10370552539825,0.436486512422562,0.924225986003876
"901","italy",2008,"49220191",1.02285087108612,0.52922397851944,0.95583188533783
"902","italy",2009,"48025539",1.02506506443024,0.340511918067932,0.945122182369232
"903","italy",2010,"54897772",0.951677322387695,0.474065631628036,0.892121136188507
"904","jamaica",1996,"977719",0.558890640735626,0.0145431561395526,0.272482424974442
"905","jamaica",1998,"848390",0.70722883939743,0.00616320921108127,0.189228773117065
"906","jamaica",2000,"1435027",0.66553658246994,0.0787833258509636,0.183125212788582
"907","jamaica",2002,"2670122",0.575113773345947,-0.285373240709305,0.227819338440895
"908","jamaica",2003,"1779048",0.530134320259094,-0.403663158416748,0.247923940420151
"909","jamaica",2004,"1879739",0.439809024333954,-0.332454591989517,0.214540287852287
"910","jamaica",2005,"2263011",0.455362319946289,-0.280400186777115,0.231206178665161
"911","jamaica",2006,"4698703",0.586665511131287,-0.291533976793289,0.26261579990387
"912","jamaica",2007,"760223",0.600408613681793,-0.202589139342308,0.314088463783264
"913","jamaica",2008,"1373612",0.533348977565765,-0.264611035585403,0.334916770458221
"914","jamaica",2009,"2105503",0.548228919506073,-0.34654101729393,0.275085657835007
"915","jamaica",2010,"1897800",0.415401577949524,-0.406029134988785,0.280651330947876
"916","japan",1996,"134706636",1.05065846443176,1.11169612407684,0.686504125595093
"917","japan",1998,"208598306",0.888829052448273,1.18945550918579,0.558346450328827
"918","japan",2000,"18618218",0.922497570514679,1.12754559516907,0.814130902290344
"919","japan",2002,"74514269",0.990285098552704,1.10515034198761,0.484142363071442
"920","japan",2003,"60640263",1.02959179878235,1.00209736824036,1.06425929069519
"921","japan",2004,"56307572",1.02681922912598,0.987522184848785,1.14104318618774
"922","japan",2005,"42432830",0.996487855911255,0.987478673458099,1.23228657245636
"923","japan",2006,"117478302",0.93586277961731,1.0857880115509,1.25082993507385
"924","japan",2007,"26391592",0.950757682323456,0.955770909786224,1.13043355941772
"925","japan",2008,"32241327",0.924029409885406,0.836451649665833,1.13443732261658
"926","japan",2009,"22862272",1.01758098602295,0.936342358589172,1.0902099609375
"927","japan",2010,"23318395",1.03676497936249,0.854384362697601,1.02570903301239
"928","jordan",1996,"2463844",-0.168441474437714,-0.152485921978951,0.0263834688812494
"929","jordan",1998,"12871711",-0.351698964834213,-0.0511249080300331,0.402503043413162
"930","jordan",2000,"4500312",-0.189701542258263,-0.0906265377998352,0.248453885316849
"931","jordan",2002,"22459635",-0.764678180217743,-0.557584345340729,0.0297435782849789
"932","jordan",2003,"1026833",-0.676603257656097,-0.116975128650665,0.213586822152138
"933","jordan",2004,"5620828",-0.543009459972382,-0.232399642467499,0.317657053470612
"934","jordan",2005,"3340294",-0.514261424541473,-0.13202777504921,0.169824749231339
"935","jordan",2006,"3079660",-0.686592042446136,-0.769338965415955,0.343752086162567
"936","jordan",2007,"11026032",-0.652970731258392,-0.312285572290421,0.315040558576584
"937","jordan",2008,"17482111",-0.717269241809845,-0.364598155021667,0.328386574983597
"938","jordan",2009,"7525820",-0.783067941665649,-0.355972439050674,0.306866109371185
"939","jordan",2010,"18625057",-0.802109241485596,-0.310098081827164,0.250487148761749
"940","kazakhstan",1996,"1679699",-1.00692129135132,-0.516208112239838,-0.276928752660751
"941","kazakhstan",1998,"1430738",-0.736273288726807,0.0548114217817783,-0.368455171585083
"942","kazakhstan",2000,"1640085",-0.959229946136475,0.0112008051946759,-0.594426274299622
"943","kazakhstan",2002,"1413548",-1.08792293071747,0.291216760873795,-0.726678192615509
"944","kazakhstan",2003,"2475987",-1.14554250240326,0.324800997972488,-0.476076275110245
"945","kazakhstan",2004,"3530878",-1.12385857105255,0.0634985715150833,-0.487421303987503
"946","kazakhstan",2005,"4296974",-1.00297319889069,0.177586913108826,-0.326292544603348
"947","kazakhstan",2006,"4375643",-1.14306938648224,0.19965697824955,-0.364987760782242
"948","kazakhstan",2007,"5958708",-1.13010668754578,0.582754731178284,-0.351772308349609
"949","kazakhstan",2008,"7482360",-1.05016922950745,0.572214603424072,-0.301168292760849
"950","kazakhstan",2009,"7264029",-1.0437228679657,0.748745143413544,-0.324901401996613
"951","kazakhstan",2010,"7454298",-1.10206842422485,0.452350348234177,-0.336527198553085
"952","kenya",1996,"62202",-0.670510470867157,-0.734766066074371,-0.374362200498581
"953","kenya",1998,"3787787",-0.983857333660126,-0.963287174701691,-0.345017910003662
"954","kenya",2000,"4120832",-0.896917581558228,-1.14015865325928,-0.299869030714035
"955","kenya",2002,"4968625",-0.746797323226929,-1.24768471717834,-0.171325549483299
"956","kenya",2003,"1490721",-0.253338515758514,-1.28482961654663,-0.264232128858566
"957","kenya",2004,"2720727",-0.169326618313789,-1.07358145713806,-0.262315809726715
"958","kenya",2005,"1651305",-0.196959748864174,-1.27056849002838,-0.233734652400017
"959","kenya",2006,"896326",-0.137553140521049,-1.12081515789032,-0.169434115290642
"960","kenya",2007,"6894004",-0.240091592073441,-1.27216649055481,-0.229070767760277
"961","kenya",2008,"3931726",-0.289489209651947,-1.38484847545624,-0.204102069139481
"962","kenya",2009,"2549952",-0.337130814790726,-1.43022346496582,-0.133588030934334
"963","kenya",2010,"2210002",-0.22547921538353,-1.16971147060394,-0.0742741003632545
"964","kiribati",1996,"6780",1.1455340385437,NA,NA
"965","kiribati",2002,"1040",1.07603049278259,NA,-1.02498400211334
"966","kiribati",2008,"14171",0.784376919269562,1.37757158279419,-1.2019829750061
"967","kiribati",2009,"247033",0.687200129032135,1.43604743480682,-1.23408782482147
"968","kuwait",1996,"17041512",-0.19649675488472,0.130623906850815,0.0652470365166664
"969","kuwait",1998,"35767309",-0.267984509468079,0.33105480670929,-0.19009892642498
"970","kuwait",2000,"4592386",-0.243890151381493,0.651903450489044,-0.135493293404579
"971","kuwait",2002,"17795603",-0.349302113056183,-0.256291955709457,0.311357796192169
"972","kuwait",2003,"14641270",-0.417941004037857,0.24464949965477,0.334979861974716
"973","kuwait",2004,"4899647",-0.294222712516785,0.31226521730423,0.549761831760406
"974","kuwait",2005,"5053373",-0.485372185707092,0.201248914003372,0.448806047439575
"975","kuwait",2006,"11008421",-0.552922129631042,0.36391144990921,0.299268662929535
"976","kuwait",2007,"22274872",-0.519126117229462,0.561245620250702,0.276802510023117
"977","kuwait",2008,"14518630",-0.523485660552979,0.45994845032692,0.181466743350029
"978","kuwait",2009,"15565310",-0.460174471139908,0.33743605017662,0.157930165529251
"979","kuwait",2010,"23192974",-0.506392776966095,0.4375881254673,0.169920936226845
"980","latvia",1996,"2019832",0.631781220436096,0.44074359536171,0.988772869110107
"981","latvia",1998,"1262124",0.760546505451202,-0.083465039730072,0.863244116306305
"982","latvia",2000,"1352606",0.672263860702515,0.292574226856232,0.754243314266205
"983","latvia",2002,"2665838",0.813030600547791,0.854828834533691,0.882993459701538
"984","latvia",2003,"2399187",0.735355734825134,0.974086701869965,0.955560505390167
"985","latvia",2004,"2287774",0.687821269035339,0.603792190551758,0.986912548542023
"986","latvia",2005,"1423494",0.77283650636673,0.78703898191452,0.94003814458847
"987","latvia",2006,"7108236",0.822302520275116,0.823335707187653,0.998324632644653
"988","latvia",2007,"5955061",0.805312812328339,0.571976780891418,1.00671994686127
"989","latvia",2008,"8884503",0.75359582901001,0.230118215084076,1.02535212039948
"990","latvia",2009,"6659340",0.837059020996094,0.340741693973541,0.989444494247437
"991","latvia",2010,"5354832",0.766885161399841,0.48963138461113,0.986262679100037
"992","lebanon",1996,"9691667",-0.294541448354721,-0.758399724960327,-0.437225252389908
"993","lebanon",1998,"8975534",-0.36317703127861,-0.851316392421722,-0.20760877430439
"994","lebanon",2000,"4032271",-0.287529677152634,-0.52938038110733,-0.386590421199799
"995","lebanon",2002,"8373304",-0.717370569705963,-0.452177554368973,-0.378283530473709
"996","lebanon",2003,"7087746",-0.545931279659271,-0.502903580665588,-0.145741313695908
"997","lebanon",2004,"5872658",-0.432569980621338,-0.753879427909851,-0.0851613730192184
"998","lebanon",2005,"7116304",-0.286826550960541,-1.01653122901917,-0.175709843635559
"999","lebanon",2006,"4094118",-0.410040944814682,-1.8464469909668,-0.190310209989548
"1000","lebanon",2007,"8748148",-0.498665928840637,-2.13362145423889,-0.237112149596214
"1001","lebanon",2008,"48782706",-0.456221073865891,-1.89506494998932,-0.240129232406616
"1002","lebanon",2009,"31137043",-0.377028346061707,-1.57808220386505,-0.0312307141721249
"1003","lebanon",2010,"46412220",-0.3544040620327,-1.63135087490082,0.0764202922582626
"1004","lesotho",2000,"16133",-0.351560771465302,-0.0180020183324814,-0.386602878570557
"1005","lesotho",2002,"231691",-0.013394714333117,-0.18364155292511,-0.434146523475647
"1006","lesotho",2003,"322003",0.0453718639910221,0.074560821056366,-0.548687815666199
"1007","lesotho",2004,"156658",-0.144789800047874,0.385204613208771,-0.588624000549316
"1008","lesotho",2006,"42103",0.147989124059677,-0.132210731506348,-0.672154128551483
"1009","lesotho",2009,"106886",-0.123253129422665,0.33915439248085,-0.622550785541534
"1010","liberia",2004,"136999",-1.30513370037079,-1.4074490070343,-1.87928998470306
"1011","liberia",2005,"65868",-0.304523020982742,-1.36039817333221,-1.55368077754974
"1012","liberia",2006,"70631",-0.194459408521652,-1.31294965744019,-1.37201344966888
"1013","liberia",2007,"864",-0.201589450240135,-1.25020849704742,-1.1992415189743
"1014","liberia",2008,"324402",-0.244130805134773,-1.28337061405182,-1.33582246303558
"1015","liberia",2009,"185456",-0.204333528876305,-1.07540261745453,-1.19120967388153
"1016","liberia",2010,"20415",-0.259230405092239,-0.458232432603836,-1.05371987819672
"1017","libya",1998,"51537",-1.58954393863678,-0.907579481601715,-1.95498955249786
"1018","libya",2000,"65960",-1.590327501297,-0.393137961626053,-1.8096923828125
"1019","libya",2002,"22803",-1.78884732723236,-0.161414936184883,-1.63848662376404
"1020","libya",2004,"2153",-1.79922485351562,0.340137094259262,-1.36534738540649
"1021","libya",2005,"39188",-1.87682616710663,0.442548811435699,-1.44864118099213
"1022","libya",2006,"19541",-1.93556714057922,0.347659766674042,-1.4596232175827
"1023","libya",2007,"31024",-1.89569902420044,0.732901692390442,-1.0755809545517
"1024","libya",2008,"41899",-1.8847234249115,0.807211935520172,-0.878732025623322
"1025","libya",2009,"11937850",-1.86208415031433,0.814073622226715,-1.12817025184631
"1026","libya",2010,"1445544",-1.88992714881897,-0.0283928662538528,-1.18241095542908
"1027","lithuania",1996,"1831128",0.938719749450684,0.383067309856415,1.17463541030884
"1028","lithuania",1998,"1722258",0.887766301631927,0.30093452334404,0.9002645611763
"1029","lithuania",2000,"7782210",0.810724794864655,0.292710065841675,0.775058746337891
"1030","lithuania",2002,"5645722",0.890352785587311,0.799482464790344,1.06577396392822
"1031","lithuania",2003,"6462783",0.883353292942047,1.01276409626007,1.03963053226471
"1032","lithuania",2004,"1840869",0.879381954669952,0.715046167373657,1.14195728302002
