"","country","year","importValue","politicalStability","governmentEffectiveness","ruleOfLaw"
"340","cameroon",1996,"3613835",-0.974394083023071,-1.06571471691132,-1.13144874572754
"341","cameroon",1998,"2202220",-1.1372777223587,-0.824816882610321,-0.637092709541321
"342","cameroon",2000,"990306",-1.14235138893127,-0.566852390766144,-0.594937086105347
"343","cameroon",2002,"1323392",-1.17189455032349,-0.722113728523254,-0.88629561662674
"344","cameroon",2003,"2133012",-1.11509728431702,-0.470079630613327,-0.831030547618866
"345","cameroon",2004,"1536401",-0.986239016056061,-0.39775624871254,-0.679938554763794
"346","cameroon",2005,"2964742",-1.01657915115356,-0.176222756505013,-0.861357569694519
"347","cameroon",2006,"4417109",-1.02525293827057,-0.263517498970032,-0.834000945091248
"348","cameroon",2007,"1819574",-1.0618222951889,-0.337433755397797,-0.832242667675018
"349","cameroon",2008,"7961936",-1.08471131324768,-0.550778567790985,-0.807806193828583
"350","cameroon",2009,"7379923",-1.06191754341125,-0.482048451900482,-0.739850699901581
"351","cameroon",2010,"2758589",-1.07973611354828,-0.726856529712677,-0.725778222084045
"352","canada",1996,"49251786",1.61846041679382,1.15921854972839,1.42577159404755
"353","canada",1998,"46727177",1.62133383750916,0.895243346691132,1.55522739887238
"354","canada",2000,"55065535",1.59198033809662,1.10264694690704,1.48972487449646
"355","canada",2002,"43002565",1.52532827854156,1.14028704166412,1.56164371967316
"356","canada",2003,"43066842",1.52634692192078,1.02996325492859,1.53337264060974
"357","canada",2004,"58816854",1.67522799968719,0.845304012298584,1.63554906845093
"358","canada",2005,"71178020",1.49563264846802,0.790628552436829,1.55513691902161
"359","canada",2006,"94175880",1.44282102584839,0.994026660919189,1.54889559745789
"360","canada",2007,"114386592",1.40304148197174,0.965830743312836,1.59633481502533
"361","canada",2008,"158533949",1.43404483795166,1.00588321685791,1.64261031150818
"362","canada",2009,"138542561",1.4285032749176,1.09670209884644,1.69722437858582
"363","canada",2010,"151821171",1.37569832801819,0.903790533542633,1.68953740596771
"364","cape verde",1996,"1364",0.911774694919586,0.944107830524445,-0.579921543598175
"365","cape verde",1998,"101716",0.911470592021942,1.02651572227478,-0.206165999174118
"366","cape verde",2000,"4788",0.734826028347015,1.12241804599762,-0.000474609434604645
"367","cape verde",2002,"71636",0.654390454292297,0.655576229095459,-0.287349939346313
"368","cape verde",2003,"9606",0.665767908096313,0.907076597213745,-0.232273444533348
"369","cape verde",2004,"8974",0.696582973003387,1.06760215759277,-0.335669636726379
"370","cape verde",2005,"8766",0.485791206359863,0.781964123249054,-0.314563989639282
"371","cape verde",2006,"2525",0.750108480453491,0.967625319957733,-0.218819260597229
"372","cape verde",2007,"28281",0.84264999628067,0.901236534118652,-0.200767740607262
"373","cape verde",2008,"10801",0.926055550575256,0.828095972537994,-0.0594167970120907
"374","cape verde",2009,"43456",0.883378148078918,0.842547595500946,0.0184954702854156
"375","cape verde",2010,"28298",0.885580897331238,0.857144117355347,-0.0393685959279537
"376","cayman islands",1996,"26261",1.57129240036011,0.646916091442108,1.00179624557495
"377","cayman islands",2000,"22547",1.52923655509949,0.643760323524475,1.23280656337738
"378","cayman islands",2002,"10811",1.49220740795135,0.718024492263794,1.41610074043274
"379","cayman islands",2003,"12720",0.866610467433929,0.824413537979126,1.38884782791138
"380","cayman islands",2004,"17655",0.835364520549774,1.29869496822357,1.42340731620789
"381","cayman islands",2005,"26747",0.87938666343689,1.23509347438812,1.34656763076782
"382","cayman islands",2006,"41302",0.81358528137207,1.15898764133453,1.34145057201385
"383","cayman islands",2007,"16106",0.783205330371857,1.15359389781952,1.36198043823242
"384","cayman islands",2008,"80683",0.786251246929169,1.16121912002563,1.12769269943237
"385","cayman islands",2009,"20573",0.528504610061646,1.12090337276459,1.14434933662415
"386","cayman islands",2010,"79866",0.542425751686096,1.20200896263123,1.14107990264893
"387","central african republic",1996,"1718277",-0.986942291259766,-1.37248337268829,-0.922744631767273
"388","central african republic",1998,"931669",-0.754804372787476,-1.29075598716736,-0.883447170257568
"389","central african republic",2000,"636244",-0.707308113574982,-1.29687166213989,-0.905517160892487
"390","central african republic",2002,"644633",-1.07746958732605,-1.88406229019165,-1.12673103809357
"391","central african republic",2003,"705166",-1.30156278610229,-1.59047079086304,-1.14208984375
"392","central african republic",2004,"716027",-1.30435645580292,-1.40935385227203,-1.1948584318161
"393","central african republic",2005,"573407",-0.946479141712189,-1.42369174957275,-1.32920432090759
"394","central african republic",2006,"435790",-1.01288986206055,-1.83942544460297,-1.19137799739838
"395","central african republic",2007,"98475",-1.07841610908508,-1.82965362071991,-1.21540975570679
"396","central african republic",2008,"121",-1.01349699497223,-1.83009743690491,-1.21674263477325
"397","central african republic",2010,"136473",-1.12345957756042,-2.01191091537476,-1.15169274806976
"398","chad",1996,"7035",-1.07790851593018,-1.09816145896912,-1.29733169078827
"399","chad",1998,"10209",-1.05081140995026,-1.40978932380676,-0.934925436973572
"400","chad",2000,"513636",-1.03299140930176,-1.24873101711273,-0.775472402572632
"401","chad",2002,"26434",-0.965867102146149,-1.69930744171143,-0.924522459506989
"402","chad",2003,"55462",-1.09947061538696,-1.41347503662109,-0.905347168445587
"403","chad",2004,"447716",-1.19502222537994,-1.49543750286102,-0.831542789936066
"404","chad",2005,"12481",-1.25966799259186,-1.39323151111603,-1.17307925224304
"405","chad",2006,"891626",-1.42901277542114,-1.80965769290924,-1.08069741725922
"406","chad",2008,"55219",-1.46188008785248,-1.97042727470398,-1.15922784805298
"407","chad",2009,"1319",-1.41956055164337,-1.68920004367828,-1.04160833358765
"408","chad",2010,"22202",-1.37058401107788,-1.51228809356689,-1.0552521944046
"409","chile",1996,"4213923",0.653536915779114,0.621233403682709,1.64473342895508
"410","chile",1998,"7930490",0.492240697145462,-0.0160663612186909,1.40455722808838
"411","chile",2000,"6459528",0.8387211561203,0.432311415672302,1.41215288639069
"412","chile",2002,"3767624",1.05549883842468,1.00048959255219,1.44299173355103
"413","chile",2003,"4634435",0.979287445545197,0.745443642139435,1.4694572687149
"414","chile",2004,"6142637",1.16641008853912,0.677976131439209,1.42789816856384
"415","chile",2005,"8844677",1.24414539337158,0.851271450519562,1.42505526542664
"416","chile",2006,"15048226",1.06041824817657,0.582776725292206,1.45766997337341
"417","chile",2007,"11275213",1.08117246627808,0.400696754455566,1.48128378391266
"418","chile",2008,"7771227",0.99681568145752,0.41410705447197,1.53563022613525
"419","chile",2009,"6579520",1.0088415145874,0.592713415622711,1.48007428646088
"420","chile",2010,"10022860",1.09159779548645,0.67482602596283,1.45621347427368
"421","china",1996,"1940356",-1.29442071914673,-0.166537702083588,-0.135157987475395
"422","china",1998,"566440",-1.36486792564392,-0.435721307992935,-0.262985676527023
"423","china",2000,"1708983",-1.28544819355011,-0.274916976690292,-0.327279508113861
"424","china",2002,"1209717",-1.57068812847137,-0.361238390207291,-0.530620694160461
"425","china",2003,"2013810",-1.54074513912201,-0.56874030828476,-0.336893826723099
"426","china",2004,"2359786",-1.45503485202789,-0.360909134149551,-0.275160282850266
"427","china",2005,"2291653",-1.49576652050018,-0.476680934429169,-0.131969064474106
"428","china",2006,"2356246",-1.68162369728088,-0.543316125869751,-0.180819109082222
"429","china",2007,"3650137",-1.66158366203308,-0.493296712636948,-0.150010451674461
"430","china",2008,"2289176",-1.64410400390625,-0.480801671743393,-0.131255879998207
"431","china",2009,"5803228",-1.6571604013443,-0.428203999996185,-0.201686233282089
"432","china",2010,"3592395",-1.6316169500351,-0.657177746295929,-0.218721181154251
"433","colombia",1996,"7646269",-0.654199540615082,-1.60034549236298,0.0764990076422691
"434","colombia",1998,"25539062",-0.471687316894531,-1.76741313934326,0.0494569540023804
"435","colombia",2000,"12262554",-0.558185935020447,-1.60989129543304,0.141407042741776
"436","colombia",2002,"12112444",-0.498020350933075,-1.97824943065643,0.0230999942868948
"437","colombia",2003,"30133573",-0.45912903547287,-2.39010977745056,-0.0783596932888031
"438","colombia",2004,"15586408",-0.309037655591965,-2.19230985641479,-0.0172084458172321
"439","colombia",2005,"23481465",-0.300306856632233,-2.03567337989807,0.0618981309235096
"440","colombia",2006,"38199354",-0.180456310510635,-1.8551276922226,0.130393669009209
"441","colombia",2007,"44044917",-0.180278569459915,-1.78801286220551,0.241585910320282
"442","colombia",2008,"87470906",-0.177394136786461,-1.84201848506927,0.26159605383873
"443","colombia",2009,"66980436",-0.159914523363113,-1.83111536502838,0.151947513222694
"444","colombia",2010,"86359369",-0.153863206505775,-1.53230726718903,0.258238524198532
"445","comoros",1996,"8207",-0.584515810012817,0.375238299369812,-1.16331219673157
"446","comoros",1998,"2442",-0.523817181587219,0.44733402132988,-1.26354444026947
"447","comoros",2000,"112",-1.1568044424057,-0.106957741081715,-1.29067122936249
"448","comoros",2002,"4446",-0.427175432443619,0.254781246185303,-1.15644550323486
"449","comoros",2003,"119",-0.570307493209839,-0.715081512928009,-1.44164979457855
"450","comoros",2004,"35",-0.550086498260498,-0.129801794886589,-1.49251115322113
"451","comoros",2005,"230",-0.630314409732819,-0.388051629066467,-1.56251859664917
"452","comoros",2006,"16",-0.295676440000534,-0.31494066119194,-1.48343992233276
"453","comoros",2008,"12864",-0.362624704837799,-1.08345782756805,-1.49734473228455
"454","cook islands",1998,"556",NA,NA,NA
"455","cook islands",2005,"1974",NA,NA,0.592167437076569
"456","cook islands",2007,"2045",NA,NA,0.0937168896198273
"457","cook islands",2008,"6776",NA,NA,NA
"458","cook islands",2009,"561",-0.328050047159195,1.28441858291626,-0.943348586559296
"459","costa rica",1996,"1235975",1.06092238426208,0.686668395996094,0.684460759162903
"460","costa rica",1998,"1259479",1.16726112365723,0.838886916637421,0.829892039299011
"461","costa rica",2000,"907528",1.06985378265381,0.789393901824951,0.609096467494965
"462","costa rica",2002,"1753576",1.09864890575409,0.986645877361298,0.394020020961761
"463","costa rica",2003,"1991004",0.971579194068909,0.578101098537445,0.596325635910034
"464","costa rica",2004,"1213595",0.991898655891418,0.646041810512543,0.531412601470947
"465","costa rica",2005,"1251839",0.813976049423218,0.705754518508911,0.578507721424103
"466","costa rica",2006,"3191402",0.874517261981964,0.749625265598297,0.363019049167633
"467","costa rica",2007,"3061713",0.902744829654694,0.612408339977264,0.403936892747879
"468","costa rica",2008,"3981309",0.940089166164398,0.372443675994873,0.451174795627594
"469","costa rica",2009,"5399484",0.999009728431702,0.571890115737915,0.456345915794373
"470","costa rica",2010,"2188001",1.03852272033691,0.685166001319885,0.504272997379303
"471","croatia",1996,"1040627",-0.162333235144615,-0.175959199666977,-0.16072353720665
"472","croatia",1998,"2796444",-0.342251002788544,-0.035056795924902,-0.0955123603343964
"473","croatia",2000,"520658",0.47241622209549,0.153445467352867,-0.0390664711594582
"474","croatia",2002,"1194909",0.505447685718536,0.526919364929199,0.297610461711884
"475","croatia",2003,"1466201",0.583519816398621,0.520567774772644,0.480887979269028
"476","croatia",2004,"2316012",0.642411589622498,0.642313182353973,0.540878534317017
"477","croatia",2005,"2515488",0.429839342832565,0.42803031206131,0.488580822944641
"478","croatia",2006,"3616576",0.442756056785583,0.544405341148376,0.381556332111359
"479","croatia",2007,"4697859",0.483709841966629,0.589009046554565,0.455331295728683
"480","croatia",2008,"4469225",0.425605714321136,0.553715109825134,0.49481663107872
"481","croatia",2009,"3521165",0.442548751831055,0.585302591323853,0.547920346260071
"482","croatia",2010,"2343974",0.427891761064529,0.579833507537842,0.554393589496613
"483","cuba",1996,"285215",-1.39028537273407,0.162334427237511,-1.2336061000824
"484","cuba",1998,"69853",-1.59377765655518,-0.0719819590449333,-1.3978613615036
"485","cuba",2000,"207719",-1.63386225700378,0.149608179926872,-1.27960586547852
"486","cuba",2002,"62619",-1.66236245632172,0.185313269495964,-1.31748640537262
"487","cuba",2003,"73040",-1.86811900138855,0.272355705499649,-1.48784470558167
"488","cuba",2004,"110430",-1.82835233211517,0.343339800834656,-1.60831022262573
"489","cuba",2005,"236086",-1.86394417285919,0.404208838939667,-1.43288671970367
"490","cuba",2006,"83861",-1.87191712856293,0.439680606126785,-1.47353625297546
"491","cuba",2007,"199234",-1.84314465522766,0.424829959869385,-1.59295427799225
"492","cuba",2008,"318844",-1.74701058864594,0.496990472078323,-1.50344693660736
"493","cuba",2009,"143827",-1.66413497924805,0.344212651252747,-1.63157522678375
"494","cuba",2010,"449459",-1.55119204521179,0.330929815769196,-1.69172060489655
"495","cyprus",1996,"227973219",1.03159284591675,0.302399307489395,1.25284886360168
"496","cyprus",1998,"32705580",0.974619209766388,0.134918853640556,1.17727828025818
"497","cyprus",2000,"53845485",1.07366120815277,0.427729904651642,1.10735845565796
"498","cyprus",2002,"227635508",1.14196789264679,0.093526728451252,1.218998670578
"499","cyprus",2003,"184891334",0.969499170780182,0.474084496498108,1.18714272975922
"500","cyprus",2004,"79396225",0.950021266937256,0.348627746105194,1.248743891716
"501","cyprus",2005,"23321245",0.986860156059265,0.465054154396057,1.26976037025452
"502","cyprus",2006,"22041420",1.05070352554321,0.517758309841156,1.28286135196686
"503","cyprus",2007,"12310667",1.06838011741638,0.536588847637177,1.33290278911591
"504","cyprus",2008,"13232812",1.08925104141235,0.64355206489563,1.38523364067078
"505","cyprus",2009,"11236810",1.07791662216187,0.379257559776306,1.37395060062408
"506","cyprus",2010,"12964478",1.02200484275818,0.444838523864746,1.43248391151428
"507","czech republic",1996,"4778098",0.995403289794922,1.04467308521271,1.01845812797546
"508","czech republic",1998,"5231957",0.906939446926117,0.81286233663559,0.916605651378632
"509","czech republic",2000,"5163489",0.680616617202759,0.256617516279221,0.728388965129852
"510","czech republic",2002,"7408570",0.980390846729279,0.948186278343201,1.18566536903381
"511","czech republic",2003,"7332612",0.966385841369629,0.846791863441467,1.18443846702576
"512","czech republic",2004,"6394018",0.954427719116211,0.625824749469757,1.08302652835846
"513","czech republic",2005,"6081736",0.879003822803497,0.906054854393005,1.11707532405853
"514","czech republic",2006,"7294636",0.927534580230713,1.01153373718262,1.10978770256042
"515","czech republic",2007,"14305636",0.962069690227509,0.981651365756989,1.03180766105652
"516","czech republic",2008,"15018721",1.00052225589752,1.01420700550079,1.16011345386505
"517","czech republic",2009,"18581136",1.02006793022156,0.878455400466919,1.32501077651978
"518","czech republic",2010,"15709810",1.00034725666046,0.960050463676453,1.30468165874481
"519","denmark",1996,"14799427",1.5751291513443,1.36182510852814,1.78702092170715
"520","denmark",1998,"32683820",1.50077927112579,1.35601961612701,1.75019919872284
"521","denmark",2000,"10692748",1.58325040340424,1.42962920665741,1.75571954250336
"522","denmark",2002,"11814207",1.55449903011322,1.43610799312592,1.75221407413483
"523","denmark",2003,"18834833",1.59821033477783,1.1749165058136,1.76377165317535
"524","denmark",2004,"20073681",1.82637023925781,1.05170464515686,1.78068315982819
"525","denmark",2005,"23662715",1.76795721054077,1.03997421264648,1.67374730110168
"526","denmark",2006,"32212570",1.63509583473206,1.03002691268921,1.81119763851166
"527","denmark",2007,"53106309",1.52171993255615,1.11102533340454,1.92434406280518
"528","denmark",2008,"79273198",1.59779691696167,1.0500214099884,1.88721525669098
"529","denmark",2009,"35175459",1.57104897499084,0.973167836666107,1.89620089530945
"530","denmark",2010,"51766887",1.58205997943878,1.03074467182159,1.88415491580963
"531","djibouti",1996,"497162",-0.856276631355286,-0.47726759314537,-0.948879301548004
"532","djibouti",1998,"129249",-0.98868054151535,-1.07612109184265,-1.05799734592438
"533","djibouti",2000,"18259",-0.824105679988861,-0.394232451915741,-0.729479074478149
"534","djibouti",2003,"55380",-0.629352331161499,-0.955365538597107,-0.767951369285583
"535","djibouti",2005,"298330",-1.0598384141922,-0.777712404727936,-0.766263604164124
"536","djibouti",2006,"94988",-1.09653663635254,-0.2237658649683,-0.735219240188599
"537","djibouti",2008,"14419",-1.17869448661804,0.304453730583191,-0.671403408050537
"538","djibouti",2009,"86042",-1.18310654163361,0.500602841377258,-0.613864779472351
"539","djibouti",2010,"440540",-1.24826121330261,0.263734310865402,-0.625406742095947
"540","dominica",1996,"35706",1.00538742542267,0.646916091442108,1.00179624557495
"541","dominica",1998,"20612",1.06600606441498,0.652129173278809,0.378658503293991
"542","dominica",2000,"10841",1.06657993793488,0.413340002298355,0.438206851482391
"543","dominica",2002,"29995",1.10612618923187,0.46955269575119,0.679928302764893
"544","dominica",2003,"29141",1.08304262161255,0.656269550323486,0.786568224430084
"545","dominica",2004,"29930",1.00080394744873,1.01405465602875,0.58579033613205
"546","dominica",2005,"68934",0.979594111442566,0.86707878112793,0.731488227844238
"547","dominica",2006,"43173",1.0394115447998,0.959491372108459,0.928509175777435
"548","dominica",2007,"80093",1.03362262248993,0.849342823028564,0.798359036445618
"549","dominica",2008,"95840",1.06369960308075,0.961341738700867,0.554293811321259
"550","dominica",2009,"26317",1.0399888753891,0.718562364578247,0.511739313602448
"551","dominica",2010,"220639",1.01184546947479,0.991886258125305,0.42683345079422
"552","dominican republic",1996,"2303405",-0.0403979308903217,-0.138923972845078,-0.221801549196243
"553","dominican republic",1998,"2613030",-0.0481738559901714,-0.479535698890686,-0.166309908032417
"554","dominican republic",2000,"2748841",0.120033726096153,-0.0129936495795846,-0.138752520084381
"555","dominican republic",2002,"4559584",0.199149534106255,0.0559775307774544,-0.225287884473801
"556","dominican republic",2003,"5003681",0.0162185598164797,-0.446251511573792,-0.335556894540787
"557","dominican republic",2004,"7007874",0.0284431166946888,-0.327838033437729,-0.412250220775604
"558","dominican republic",2005,"10816865",-0.0866799727082253,-0.229424864053726,-0.380348742008209
"559","dominican republic",2006,"6113141",0.166795030236244,-0.0950529500842094,-0.232306972146034
"560","dominican republic",2007,"5433892",0.155392959713936,-0.0858155712485313,-0.229708537459373
"561","dominican republic",2008,"15153498",0.114291042089462,-0.0315881557762623,-0.19103915989399
"562","dominican republic",2009,"6600188",0.0574986524879932,-0.0104966200888157,-0.191370382905006
"563","dominican republic",2010,"6512446",0.0341533571481705,-0.0687154084444046,-0.145254105329514
"564","ecuador",1996,"2382069",-0.131740346550941,-0.868883490562439,-0.183184504508972
"565","ecuador",1998,"4228675",-0.0306497551500797,-0.24383519589901,-0.0916788876056671
"566","ecuador",2000,"1361974",-0.426691442728043,-0.687406003475189,-0.51710444688797
"567","ecuador",2002,"3257953",-0.141078472137451,-0.836532056331635,-0.674720406532288
"568","ecuador",2003,"2938162",-0.179011657834053,-0.995111525058746,-0.66934722661972
"569","ecuador",2004,"3298344",-0.2998406291008,-0.833363771438599,-0.702295422554016
"570","ecuador",2005,"3711200",-0.425974071025848,-0.803726553916931,-0.810275852680206
"571","ecuador",2006,"4279529",-0.33144611120224,-0.856283843517303,-1.06866002082825
"572","ecuador",2007,"6599762",-0.228333786129951,-0.793505609035492,-1.11342859268188
"573","ecuador",2008,"3632038",-0.285776376724243,-0.729029417037964,-1.12841200828552
"574","ecuador",2009,"6070216",-0.275943011045456,-0.683296382427216,-1.27945935726166
"575","ecuador",2010,"5307173",-0.260243058204651,-0.621584951877594,-1.16022646427155
"576","el salvador",1996,"6718440",-0.153704881668091,-0.299530833959579,0.00649689976125956
"577","el salvador",1998,"3097799",-0.0131510766223073,-0.0139971477910876,0.33106517791748
"578","el salvador",2000,"2929520",-0.105061873793602,0.265680432319641,0.178405001759529
"579","el salvador",2002,"1902406",0.114941999316216,0.222368940711021,0.018091419711709
"580","el salvador",2003,"1414642",0.170846223831177,-0.197684943675995,-0.11546316742897
"581","el salvador",2004,"1722750",0.107379361987114,-0.0686803311109543,0.0996134430170059
"582","el salvador",2005,"1724689",-0.0135144647210836,-0.0294635538011789,-0.04692143201828
"583","el salvador",2006,"3756503",0.0758869871497154,-0.148777484893799,0.0681736171245575
"584","el salvador",2007,"2707855",0.0753555968403816,0.00441035907715559,0.196810945868492
"585","el salvador",2008,"3297694",0.0868816152215004,0.0529191456735134,0.215692728757858
"586","el salvador",2009,"3181537",0.0473479405045509,-0.0213150568306446,0.353225350379944
"587","el salvador",2010,"3877818",0.0543115846812725,0.0557529740035534,0.375746250152588
"588","equatorial guinea",2000,"928026",-1.61648845672607,-0.177711918950081,-1.71465981006622
"589","equatorial guinea",2002,"11351",-1.63666307926178,-0.596794068813324,-1.49081480503082
"590","equatorial guinea",2006,"990153",-1.80706322193146,0.130687907338142,-1.33436739444733
"591","equatorial guinea",2008,"554115",-1.89792358875275,0.19259837269783,-1.32156026363373
"592","equatorial guinea",2009,"120647",-1.81038475036621,0.38652640581131,-1.27911472320557
"593","equatorial guinea",2010,"298494",-1.86550641059875,0.232970520853996,-1.38371062278748
"594","eritrea",1996,"20682",-1.25811731815338,-1.1137775182724,-1.16331219673157
"595","eritrea",2000,"19621",-1.37166774272919,-0.968781888484955,-0.943371057510376
"596","eritrea",2003,"54906",-1.90071320533752,-0.757954955101013,-1.61561989784241
"597","eritrea",2005,"521908",-2.14203429222107,-0.780345261096954,-1.79561913013458
"598","estonia",1996,"620252",0.866042494773865,0.675827443599701,1.36940574645996
"599","estonia",1998,"528945",0.997424900531769,0.558719754219055,1.26994979381561
"600","estonia",2000,"7313906",0.948662757873535,0.787322580814362,1.29656028747559
"601","estonia",2002,"1201306",1.05897235870361,0.844399452209473,1.38927972316742
"602","estonia",2003,"2409240",1.05547714233398,0.860824763774872,1.31887078285217
"603","estonia",2004,"1843715",1.09744369983673,0.656672477722168,1.33191573619843
"604","estonia",2005,"3453481",1.01010680198669,0.586085140705109,1.3420557975769
"605","estonia",2006,"6282295",1.05436933040619,0.708783686161041,1.30279493331909
"606","estonia",2007,"4667588",1.05722784996033,0.602468490600586,1.36548852920532
"607","estonia",2008,"16091805",1.0741800069809,0.540221750736237,1.42665660381317
"608","estonia",2009,"16779784",1.08191108703613,0.528603971004486,1.4071147441864
"609","estonia",2010,"19282597",1.09838032722473,0.598336696624756,1.39554822444916
"610","ethiopia",1998,"936805",-0.974761128425598,-0.723272264003754,-1.17575132846832
"611","ethiopia",2000,"997",-1.00094592571259,-1.006751537323,-1.16118538379669
"612","ethiopia",2002,"222645",-1.22525703907013,-1.28300523757935,-1.23567879199982
"613","ethiopia",2003,"2937823",-1.07325446605682,-1.42950809001923,-1.17512655258179
"614","ethiopia",2004,"208353",-1.14260411262512,-1.2675529718399,-0.95763885974884
"615","ethiopia",2005,"1656901",-1.22082448005676,-1.65588021278381,-1.10697889328003
"616","ethiopia",2006,"13549109",-1.15656113624573,-1.7075662612915,-0.967189431190491
"617","ethiopia",2007,"42865411",-1.17042100429535,-1.75823545455933,-0.908633649349213
"618","ethiopia",2008,"538090",-1.28399300575256,-1.70789396762848,-0.843439877033234
"619","ethiopia",2009,"58514",-1.27660071849823,-1.62060046195984,-0.9156813621521
"620","ethiopia",2010,"25681",-1.31339716911316,-1.61553227901459,-0.852060079574585
"621","fiji",1996,"319344",0.0456611253321171,0.75304251909256,-0.00978532806038857
"622","fiji",1998,"5008",0.139388710260391,0.773191750049591,-0.238093480467796
"623","fiji",2000,"11267",-0.576460897922516,0.214591056108475,-0.574952185153961
"624","fiji",2002,"5899",-0.0301176700741053,0.370622724294662,0.0166370794177055
"625","fiji",2003,"13781",0.11693974584341,0.432160764932632,-0.321966677904129
"626","fiji",2004,"42819",-0.0210577007383108,0.374517798423767,-0.64181387424469
"627","fiji",2005,"120014",0.0804870054125786,0.39703968167305,-0.405751585960388
"628","fiji",2006,"305865",-0.329700767993927,-0.0149872908368707,-0.437101870775223
"629","fiji",2007,"552243",-0.501123130321503,0.0703835934400558,-0.459944695234299
"630","fiji",2008,"1621036",-0.556109130382538,-0.0478579699993134,-0.692866742610931
"631","fiji",2009,"15082",-0.780148386955261,-0.257857710123062,-0.953388571739197
"632","fiji",2010,"1195320",-1.00114667415619,-0.15395113825798,-0.669305920600891
"633","finland",1996,"33757972",1.55888736248016,1.33440613746643,1.48325181007385
"634","finland",1998,"13824756",1.51114010810852,1.39381742477417,1.7866222858429
"635","finland",2000,"10958833",1.66274118423462,1.63041460514069,1.80595099925995
"636","finland",2002,"12219505",1.58579528331757,1.6648770570755,1.85384821891785
"637","finland",2003,"15920994",1.56532108783722,1.66418170928955,1.86238050460815
"638","finland",2004,"13513182",1.80728566646576,1.58977687358856,1.81219565868378
"639","finland",2005,"19909752",1.70030581951141,1.58998310565948,1.69063317775726
"640","finland",2006,"20762045",1.54832816123962,1.49641180038452,1.62611722946167
"641","finland",2007,"24415339",1.5021151304245,1.4950875043869,1.55435156822205
"642","finland",2008,"46603886",1.51160991191864,1.44627046585083,1.62049245834351
"643","finland",2009,"23964459",1.49480295181274,1.42510664463043,1.8327659368515
"644","finland",2010,"17112157",1.52345323562622,1.39264941215515,1.88685882091522
"645","france",1996,"69761369",1.31339514255524,0.81607723236084,0.929591774940491
"646","france",1998,"68614475",1.13757491111755,0.665686428546906,0.807460844516754
"647","france",2000,"44853579",1.15615093708038,0.739662766456604,0.913200795650482
"648","france",2002,"48262618",1.12323939800262,0.850159227848053,0.986699283123016
"649","france",2003,"70377642",1.08847939968109,0.175074830651283,1.21645438671112
"650","france",2004,"131076277",1.44406390190125,0.337691873311996,1.23111724853516
"651","france",2005,"117783856",1.47448456287384,0.380304634571075,1.22079360485077
"652","france",2006,"114594553",1.30214023590088,0.568585991859436,1.22721576690674
"653","france",2007,"123637440",1.25742220878601,0.5544114112854,1.28096055984497
"654","france",2008,"115343346",1.30649316310883,0.527894735336304,1.27988255023956
"655","france",2009,"103700600",1.24338126182556,0.474764138460159,1.21312034130096
"656","france",2010,"103192293",1.20179212093353,0.670789420604706,1.30760657787323
"657","gabon",1996,"1370635",-0.322546184062958,-0.0253483802080154,0.0588492304086685
"658","gabon",1998,"1215343",-0.407723933458328,0.176161885261536,0.141296967864037
"659","gabon",2000,"1986233",-0.485544919967651,0.501017153263092,-0.143769338726997
"660","gabon",2002,"124668",-0.554326295852661,0.31184321641922,-0.188851594924927
"661","gabon",2003,"888107",-0.677192091941833,0.250925689935684,-0.164618358016014
"662","gabon",2004,"2006614",-0.805739104747772,0.382899016141891,-0.46464592218399
"663","gabon",2005,"3982579",-0.875595927238464,0.313978433609009,-0.231969431042671
"664","gabon",2006,"714924",-0.986370325088501,0.181107193231583,-0.475285410881042
"665","gabon",2007,"296395",-0.892251253128052,0.273182660341263,-0.561693251132965
"666","gabon",2008,"662568",-0.854140341281891,0.241782873868942,-0.648618996143341
"667","gabon",2009,"864512",-1.0006707906723,0.124812476336956,-0.594562232494354
"668","gabon",2010,"2598765",-0.887672126293182,0.297931671142578,-0.565657198429108
"669","georgia",1996,"368057",-0.400352120399475,-1.69196152687073,-0.988674402236938
"670","georgia",1998,"1050405",-0.460065335035324,-1.76540541648865,-0.479033648967743
"671","georgia",2000,"280246",-0.30349862575531,-0.989189445972443,-0.394760072231293
"672","georgia",2002,"484107",-0.548667788505554,-1.36108338832855,-0.814430892467499
"673","georgia",2003,"529669",-0.214110344648361,-1.35018670558929,-0.663312017917633
"674","georgia",2004,"2149687",-0.152126461267471,-0.864596366882324,-0.458167880773544
"675","georgia",2005,"613208",-0.121943958103657,-0.682402312755585,-0.509182572364807
"676","georgia",2006,"8322396",-0.135913103818893,-0.936575293540955,-0.124803900718689
"677","georgia",2007,"2798234",-0.28606116771698,-0.623883962631226,0.283530354499817
"678","georgia",2008,"51969940",-0.293133765459061,-0.909837365150452,0.484928786754608
"679","georgia",2009,"4526627",-0.220063015818596,-0.94289630651474,0.517220020294189
"680","georgia",2010,"2256608",-0.182572513818741,-0.716687321662903,0.58565491437912
"681","germany",1996,"90364099",1.32897853851318,1.21119582653046,1.37693572044373
"682","germany",1998,"81960650",1.29112958908081,1.17111563682556,1.21838331222534
"683","germany",2000,"58065037",1.31985473632812,1.32461285591125,1.47390651702881
"684","germany",2002,"58651665",1.41487205028534,1.01934313774109,1.54448294639587
"685","germany",2003,"93419362",1.35790276527405,0.545428931713104,1.51070487499237
